,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_txt,state_txt,same_state,age_company,python_yn,spark_yn,rstudio_yn,aws_yn,excel_yn
632,Staff Machine Learning Engineer,$149K-$186K (Glassdoor Est.),"Join the Mobile Future with Tapjoy

Data Science is pretty much our business - we drive conversions. Given our massive scale, relatively modest improvements can have an outsized impact.

If you're looking to be a point of influence on a celebrated team (*not* just another in a giant machine), a thought leader & mentor, and implement cutting edge machine learning tools -- this gig is for you.

Responsibilities
Experiment and improve machine learning models for the recommendation/ad optimization system.
Inform bidding strategy and data engineering architecture.
Understand various ad-optimization algorithms (CTR prediction, eCPM optimization, user targeting and segmentation, RTB optimization, Exploration/Exploitation Algos)
Competencies
Solid coding skills in SQL and in a scripting language like Python. Packages: scikit-learn & TensorFlow. Scaling GPU clusters to train deep neural networks.
Experimental Design.
Deep expertise in recommendation systems, classification models, class imbalance, model calibration.
Experience with BigQuery or PySpark or another modern method to access data
Skills > credentials.
Bonus:
Domain and/or marketplace knowledge
Tapjoy is an equal opportunity employer. We believe that diversity and inclusion lead to stronger, more innovative teams and better business results; we want to draw from the broadest talent pool possible and encourage qualified applicants. Tapjoy does not discriminate on the basis of sex, race, ethnicity, color, age, sexual orientation, gender (including identity and expression), disability (mental or physical), religion, national origin, citizenship, marital status, military or veteran status, or any other protected classification protected by applicable law; we will provide reasonable accommodations for qualified individuals with disabilities, and pursuant to applicable fair chance ordinances, we will consider for employment qualified applicants with arrest and conviction records.

For more information, please visit www.tapjoy.com.

]]>",3.5,"Tapjoy
3.5","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,₹1 to ₹5 billion (INR),"FLURRY, Chartboost",149,186,167.5,"Tapjoy
",CA,1,13,1,1,0,0,0
633,Business Intelligence Analyst,$149K-$186K (Glassdoor Est.),"Business Intelligence Analyst

McCarthy is seeking a full-time Business Intelligence Analyst who will collaborate with teams across the organization to understand their business processes and from that understanding will develop reports and dashboards to provide foundational and feedback information to enable data-driven, intelligent business decisions.

Key Responsibilities: Business Analysis
In collaboration with business partners across the organization, develop in-depth understanding of key operational processes and needs and their underlying business drivers
Facilitate discovery sessions to gather data and reporting requirements
Utilize agile project delivery practices to plan, execute and support analytics initiatives in a collaborative manner
Represent the voice of the customer to the BI Team to ensure user needs are being met while maintaining the integrity of the analytics solution
Provide formal and informal analytics training to partners and assist the business to integrate analytics in all their processes
Key Responsibilities: Business Intelligence
Analyze data in order to extract market and business trends to increase safety, profit, performance, and efficiency
Create reports and dashboards that adhere to data visualization design best practices
Monitor and audit report data quality and performance
Assist in defining data architecture needed to support reporting needs
Assist with data profiling activities
Skills & Qualifications
3-5 years using Power BI (including DAX, Power Query M, and the Power BI Service) in a business setting
3-5 years working with Microsoft SQL in a business setting
3-5 years’ experience in business analysis
Knowledgeable of visual design best practices
Experience delivering BI solutions within an agile project team, ideally as a product owner
Exceptional analytical, conceptual, and problem-solving abilities
Strong interpersonal skills with ability to communicate and influence at all levels of organization
Highly self-motivated and able to work independently as well as in a team environment
Azure Data Factory and/or experience with setting up and operating ETL/ELT pipelines preferred
Understanding of dimensional modeling concepts preferred
McCarthy is proud to be an equal opportunity and affirmative action employer regardless of race, color, gender, age, sexual orientation, gender identity, religious beliefs, marital status, genetic information, national origin, disability or protected veteran status.",4.3,"McCarthy Building Co
4.3","Saint Louis, MO","Saint Louis, MO",1001 to 5000 employees,1864,Company - Private,Building & Construction,"Building, Repair & Maintenance",₹100 to ₹500 billion (INR),-1,149,186,167.5,"McCarthy Building Co
",MO,1,156,0,0,0,0,0
634,Data Engineer,$149K-$186K (Glassdoor Est.),"Are you passionate about solving challenging problems?
Do you thrive being a critical part of an elite team of like-minded people?
How would you like for your next career move to take you to the next level?

If any of this sounds appealing, look no further.

Job Description:

Novetta is seeking an Data Engineer to support the configuration and ingestion of designated structured, unstructured, and semi-structured data repositories into capabilities that satisfy mission partner requirements and support a data analytics and DevOps pipeline to drive rapid delivery of functionality to the client. The selected candidate will maintain all operational aspects of data transfers, accounting for the security posture of the underlying infrastructure and the systems and applications that are supported and monitor the health of the environment through a variety of health tracking capabilities.

In addition, they will automate configuration management, leveraging tools, including NiFi and stay current on data extract, transfer, and load (ETL) technologies and services. Work under general guidance, demonstrate an initiative to develop approaches to solutions independently, review architecture, and identify areas for automation, optimization, right-sizing, and cost reduction to support the overall health of the environment. Apply specialized knowledge of data engineering-specific technologies and services, leverage expertise in databases and a variety of approaches to structuring and retrieving of data, comprehend Cloud architectural constructs, and support the establishment and maintenance of Cloud environments programmatically using vendor consoles. Engage with multiple functional groups to comprehend client challenges, prototype new ideas and new technologies, help to create solutions to drive the next wave of innovation, and design, implement, schedule, test, and deploy full features and components of solutions.

Basic Qualifications:
5+ years of experience with software development
2+ years of experience with the design, implementation, or consulting for applications deployed across multiple organizations or a technical environment
Experience with multiple operating systems, including Linux-, UNIX-, and Windows
Experience with establishing continuous integration and continuous deployment processes for applications and environments
Experience with signal intelligence in a software development environment
BA or BS degree
Security+ or CISSP Certification
Desired Qualifications:
Experience with Amazon Web Services (AWS), Microsoft Azure, or MilCloud 2.0
Experience with applying DoD Security Technical Implementation Guides (STIGs) and automating that process
Experience with storage fundamentals, including CIFS and NFS and backup and disaster recovery processes a plus
Experience with configuring and aggregating logs for data analysis using Splunk or ELK solutions
Experience with maintaining data transfer systems, including NIFI
Experience with two or more programming languages, including C#, Java, .NET, or similar
Experience with extract, transform, and load (ETL) processes
Experience with geospatial translation and development merging
Knowledge of FedRAMP, RMF, and the implications of C&A and SA&A in a DoD environment a plus
Security Clearance:

Active TS/SCI in JPAS

So, what does Novetta do?

We focus on three core areas: Cyber, Entity, and Multi-Int Analytics. Our products are focused on processing and analyzing vast amounts of data in these core areas. Our services are focused on helping our customers move from complexity to clarity. At Novetta, we bridge the gap between what our customers think they can do and what they aspire to achieve.

Our culture is shaped by a commitment to our Core Values:
Integrity: We hold ourselves accountable to the highest standards of integrity and ethics.
Customer Mission Success: Customer mission success drives our daily effortswe strive always to exceed customer expectations and focus on mission success beyond contractual commitments.
Employee Focus: We value our employees and demonstrate our commitment to them by providing clear communications, outstanding benefits, career development, and opportunities to work on problems and technical challenges of national significance.
Innovation: We believe that innovation is critical to our success that discovering new and more effective ways to achieve customer mission success is what makes us a great company.
GET A REFERRAL BONUS FOR THE GREAT PEOPLE YOU KNOW!
With our amazing referral program, you could be eligible to earn
outstanding rewards for referring qualified new hires to Novetta.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex,
gender identity, sexual orientation, race, color, religion, national origin, disability,
protected veteran status, age, or any other characteristic protected by law.",4.1,"Novetta
4.1","Springfield, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹10 to ₹50 billion (INR),"Leidos, CACI International, Booz Allen Hamilton",149,186,167.5,"Novetta
",VA,0,8,0,0,0,1,0
635,Food Scientist - Developer,$149K-$186K (Glassdoor Est.),"Palermo Villa Inc. is interested in a high-energy, poised and confident individual to assist in the development of concepts, products and optimization projects through Palermo's vigorous consumer-driven R&D process.
The position will apply scientific and culinary principles in research and development. Develops the understanding of and ability to translate food trends into innovative opportunities, stimulate new food ideas and product concepts.

Identify, evaluate and develop potential new product development opportunities. From bench-top samples to commercialized products and finished product specifications
Assist in food product formulation from bench top to commercialization using a continuously developing skill set in food formulation and processing equipment capability understanding.
Applies an analytical approach to the solution of a wide variety of problems and assimilates the details and significance of various scientific analyses, procedures, and tests
Demonstrates initiative, creativity and thoroughness in the execution of complex projects
Plans and conducts independent research projects and participates in the development of project objectives
Contributes to the development of project strategies and recommends technical direction to management
Evaluates technical trends in their specific area of expertise or assignment and makes recommendations for process or product improvements and identify opportunities for new or improved process or products
Organize and direct sample development for sales presentations, consumer testing and food safety assurance
Maintains written technical documentation and product and process specifications as pertaining to R&D
Utilizes or directs internal (manufacturing, engineering, marketing, quality systems, procurement) and external (suppliers, consultants) functional experts to resolve issues.
Assist in PR events, food shows and Sales presentations on key customer calls
Provide technical support/serves as product development contact for Sales, Customer and Operations

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The position requires 5+ years' experience developing products within the food industry.
Strong interpersonal and communication skills
Ability to effectively present information to top management, public groups, and/or boards of directors.
Ability to apply mathematical operations to such tasks as frequency distribution, determination of test reliability and validity, analysis of variance, correlation techniques, sampling theory, and factor analysis.
Ability to define problems, collect data, establish facts, and draw valid conclusions.
Strong computer skills are necessary
Educational Requirements:
Bachelor's Degree in Food Science, Biology, Chemistry, Culinary or equivalent",3.4,"Palermo's Pizza
3.4","Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Drink Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,149,186,167.5,"Palermo's Pizza
",WI,1,56,0,0,0,0,0
636,"Senior Scientist, Downstream Process and Manufacturing Sciences",$149K-$186K (Glassdoor Est.),"Responsible for purification process development and validation of all commercial and clinical products under cGLP and cGMP guidelines.

Develops and optimizes purification processes for all commercial, clinical and preclinical products toward high yield and purity.
Expert knowledge of protein purification and analysis with an in depth understanding of modes of chromatography
Carries out small scale protein purification using column chromatography and TFF for product characterization studies.
Scales up and transfers purification processes for cGMP manufacturing.
Performs process validation (column reuse, virus removal, etc.).
Prepares SOPs, batch records, and technical reports, and maintains cGLP/cGMP-sound documentation.
Responsible for multiple areas of downstream validation including defining validation strategy, authoring and executing protocols, interpretation of data and generating final report
Independently executes purification studies including automated chromatography (AKTA platform), filtration, column packing and tangential flow filtration
Maintains documentation of experiments and/or protocols according to good documentation practices
Troubleshoots and problem solves in order to initiate and execute/monitor corrective actions
Maintain lab supplies and instruments; prepare buffers/reagents on an on-going basis
Must have excellent written and verbal skills with a demonstrated ability to work effectively in a team environment

MS/ BS with at least 10 years relevant experience; or equivalent combination of education and experience
Experience with Downstream Manufacturing in a cGMP environment
Prior experience with automated chromatography platforms (e.g. GE Healthcare AKTA)
Experience with authoring and executing protocols, interpretation of data and generating final reports
Process scale chromatography and filtration (viral, tangential flow, normal flow) experience
Operating, maintaining, and troubleshooting chromatography work stations and process skids preferably in an industrial setting
Prior cGMP/GLP training and experience working in a cGMP/GLP environment required
Must be able to work in a team environment and perform job responsibilities under minimal supervision
Must be proficient with MS Office applications
Must possess excellent communication (oral and written), organizational, and interpersonal skills, with the ability to perform in a team environment.
Detail oriented with strong aseptic techniques and the ability to follow SOPs required.
Must be proficient with MS Office applications.
Familiarity with cGMP regulations and conditions required.",3.0,"Immunomedics, Inc.
3.0","Morris Plains, NJ","Morris Plains, NJ",201 to 500 employees,1982,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹100 to ₹500 million (INR),-1,149,186,167.5,"Immunomedics, Inc.
",NJ,1,38,0,0,0,0,1
637,Data Scientist,$149K-$186K (Glassdoor Est.),"Staff Data Scientist - Image and Video Analytics About our group We are part of the Operations Technology Advanced Analytics Group. We are seeking a talented Data Scientist for a high profile initiative which will help our internal customers turn the data They have into the information they need to develop and deliver industry-leading storage solutions. About the role This role is to facilitate the advancement of modern analytical techniques across client's organizations Leverage andor develop innovative data mining and machine learning methods to solve Client and diverse business problems Focus on imagevideo analytics, edge computing projects by applying techniques in machine learning, deep learning, and statistical algorithms Develop data science solutions for analytics challenges in the areas of Edge Computing, IoT sensors, Industry 4.0, Prognostics and Health Management, and other technical areas Quantify the effectiveness and value of innovations with subject matter experts Provide technical advice and coaching to the junior analytics staff About you Evangelist and an assessor in promoting new ways of diving into complex issues while assessing current practices and identifying areas where training or knowledge would help Strong oral and written communication skills Strong business mindset with the ability to condense complex analysis and technical concepts into clear and concise takeaways for business leaders Self-starter with the ability to drive initiatives and influence 200082 Staff Data Scientist - Image and Video Analytics Ability to work alone as well as in a team environment Collaborative attitude and a global mindset with an ability to work well with native and non-native English speakers Demonstrated leadership skills along with the ability to lead a team mentor junior staff and close out technical projects Your Experience includes Proven track record in solving industrial image and video analytics problems computer vision and a willingness of deep learning of industry standards is required. Hands-on experience in developing and deploying image and video analytics solutions Good understanding of imagevideo analytics lifecycle from imagevideo data gathering, processing, model development, verification, deployment, and model updating High proficiency in Python Hands-on skills in machine learning, deep learning, statistical algorithms, data mining, data structures, and data engineering Proven track record in delivering analytics solutions using TensorRT, Time Series Analysis, Keras, Tensorflow, CNN, GAN, and RNN techniques KubernetesDocker Microservices deployment and design patterns, RESTful web services, web applications, and dashboard development Hadoop, Spark, and cloud computing infrastructures Ability to deploy data science solutions in cloud analytics infrastructure, AWS Ability to participate in conference calls outside of regular local work hours 8+ Year experience Bachelor's degree Masters or PHD preferred!",3.6,"Global Technical Talent
3.6","Longmont, CO","Portsmouth, NH",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,₹1 to ₹5 billion (INR),-1,149,186,167.5,"Global Technical Talent
",CO,0,21,1,1,0,1,0
638,Senior Business Data Analyst,$149K-$186K (Glassdoor Est.),"Intuits Fraud Prevention team harnesses the power of data, technology, and people to protect our customers, partners, and business from fraud and abuse.

The Fraud Prevention team is looking for a Senior Business Data Analyst who is excited to partner with product managers, engineers, and data scientists to deliver fresh insights and solutions to fight fraud.",4.4,"Intuit - Data
4.4","Mountain View, CA","Mountain View, CA",5001 to 10000 employees,1983,Company - Public,Computer Hardware & Software,Information Technology,₹100 to ₹500 billion (INR),"Square, PayPal, H&R Block",149,186,167.5,"Intuit - Data
",CA,1,37,0,0,0,0,0
639,"Scientist II, Biomarker Science",$149K-$186K (Glassdoor Est.),"At Alector, our mission is to develop therapies that empower the immune system to cure neurodegeneration. Our team is solely focused on developing cures for some of the most challenging diseases facing our society. We are supported in this mission by experienced and accomplished scientists and board members, leading healthcare investors and some of the most innovative pharma companies.

Would you like to take part in driving the development of new therapies that seek to transform patients' lives? Do you desire both autonomy and collaboration in tackling scientific challenges that interest you? Would you like to be part of a hardworking team where everyone has a voice?
The biomarker group supports clinical development by informing drug dosing, guiding indication/patient selection and decision making. You will act as a biomarker lead for our preclinical and clinical programs ranging from early research through Phase III. To achieve this, you’ll collaborate with a dynamic team and work closely with colleagues in Research, Development, Non-clinical, Clinical, Bioinformatics and Regulatory to advance our drug discovery programs. A key aspect for this position, will be analysis of large datasets, deep understanding of the drug’s mechanism of action as well as of the disease biology and experience in integrating biomarkers.
During your first year you will:
Develop, coordinate and execute our biomarker strategies for our preclinical and clinical molecules
Lead a cross-functional team to implement impactful biomarkers into our projects and perform data analysis
Collaborate closely with research teams on the discovery of novel neuroscience biomarkers
Manage data workstream, deliverables, timelines and communication with internal and external partners

We'd love to hear from you if you have:
Ph.D. or equivalent in Neuroscience, Immunology or related area with 5 - 8 years of post-doctoral experience or MA/MS with 10+ years experience, industrial experience preferred
Analytics skills such as R, Python or other data analysis programming experience)
A record of high-quality research in top tier journals, external presentations or drug development reports is required
Have excellent communication and writing skills and thrive in an environment where we work independently and on teams
Demonstrated a track record of learning new skills and troubleshooting independently and take pride in being self-motivated, and efficient
At Alector, we believe that high-performing teams include people from a wide variety of backgrounds and experiences who can challenge each other’s assumptions with fresh perspectives and bring creative ideas to the table. We are committed to building an open, diverse, and inclusive environment for all employees. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, sexual orientation, age, marital status, veteran status, disability status, or any other characteristics protected under applicable federal, state, or local laws.
Alector is a great place to learn and experiment. If you excel in a dynamic environment where everyone is committed to finding a cure, where you’ll drive growth, this is the role for you. There is no limit to how far you can go with us.

Benefits
While we’ve focused on what to look forward to during the first year and beyond, Day One is great, too: committed and driven colleagues, a bold and important company goal, state-of-the-art brand-new brightly-lit offices in the heart of the biotech area, competitive compensation and benefits. But these matter only if you’re excited to build and own something great, and take on these challenges with us. Come join us.",5.0,"Alector
5.0","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,149,186,167.5,"Alector
",CA,1,7,1,0,0,1,1
640,Research Lab Specialist or Staff Scientist (Orr Lab),$149K-$186K (Glassdoor Est.),"An advanced-level scientist position is available in the laboratory of Brent Orr, MD, PhD in the department of Pathology. Research in the Orr laboratory focuses on molecular classification of pediatric brain tumors. Specifically, the laboratory uses methylation arrays and next generation sequencing (NGS) to perform non-biased classification of brain tumors.

To succeed in this position, you will need to have a deep understanding of molecular assay development. Experience or understanding of NGS technology is helpful. Future opportunities for this position may also include proteomics and quantitative image analysis. Applicants with data analysis experience (R or python) will be given preference.

In this position, you will be responsible for design and implementation of orthogonal assays including fluorescence in situ hybridization, sequencing assays, immunohistochemistry, and other routine pathology assays to validate the molecular classification.

Staff Scientist
A Ph.D. in an appropriate scientific field is required
Research Lab Specialist
Bachelor's degree in appropriate scientific field is required.
Staff scientist
A minimum of five (5) years of relevant and productive (combined) years postdoctoral research associate or five (5) years of combined academic experience at the postdoctoral level or above.
Research Lab Specialist
A minimum of eight (8) years of relevant post-degree work experience, with at least five (5) years at the Sr. Research Tech level, is required with a Bachelor's degree
A minimum of seven (7) years of relevant post-degree work experience, with at least (5) years at the Sr. Research Tech level, is required with a Master's degree
A minimum of four (4) years of relevant work experience including post-doctoral and/or technical staff experience is required with a Ph.D
St. Jude is an Equal Opportunity Employer

No Search Firms:


St. Jude Children's Research Hospital does not accept unsolicited assistance from search firms for employment opportunities. Please do not call or email. All resumes submitted by search firms to any employee or other representative at St. Jude via email, the internet or in any form and/or method without a valid written search agreement in place and approved by HR will result in no fee being paid in the event the candidate is hired by St. Jude.",4.7,"St. Jude Children's Research Hospital
4.7","Memphis, TN","Memphis, TN",1001 to 5000 employees,1962,Non-profit Organisation,Healthcare Services & Hospitals,Healthcare,₹100 to ₹500 billion (INR),"Le Bonheur Childrens Medical Center, Dana-Farber Cancer Institute, MD Anderson Cancer Center",149,186,167.5,"St. Jude Children's Research Hospital
",TN,1,58,1,0,0,0,0
641,"Development Sr Scientist, UR/GI",$149K-$186K (Glassdoor Est.),"Site Name: Richmond Sherwood
Posted Date: Apr 16 2020

The Development Senior Scientist supports and leads new product development by developing formulations and/or providing analysis and evaluation of material and products at all stages of the development process for the Robitussin, Tums and Preparation H brands This individual would have various levels of involvement and leadership in the development of conventional and non-conventional solid, semi-solid, liquid, and other formulations.

This role will provide YOU the opportunity to lead key activities to progress YOUR career. These responsibilities include some of the following:
Key Responsibilities


Execution Powerhouse
Manages or contributes to two or more projects in support of Brand Innovation strategy. Exercises a wide degree of technical sophistication in accomplishing assigned objectives.
Designs experiments and carries out scientific work with an awareness of state-of-the-art technology. Creates research plans to fit overall project objectives.
Ensures all work is conducted in accordance with written procedures (e.g. quality and safety), methods & batch documents, etc.
Identify, challenge, develop and implement written procedures (e.g. quality and safety)
methods & batch documents, etc.
Produces or contributes to, departmental quality documentation (including SOPs, batch documentation, validation protocols & reports).
Specific safety and quality responsibilities for department and site (e.g. GMP, Audits, Health & Safety).
Deliver all EHS standards and expectations on site and within the laboratories
Works with Outsourcing Leader and/or Senior Development Scientists and contractors
facilitate completion of outsourced support activity
Growth Mindset
Maintains awareness of scientific literature to assist work progression and understanding.
Highlights own training needs and working with manager develop a training plan and achieve training goals.
Trains self and others in new technology and laboratory responsibilities (including coaching, mentoring and elements of personal development).
Develops knowledge of regulations impacting areas of work (e.g. EP/USP/ICH)
Build relationships within cross-functional partners to deliver innovation programs
Consumer and Customer-Obsessed
Participate in consumer engagement research to understand the category and needs
Collaborates with Consumer Understanding and Sensory scientists and contributes to the development of consumer-driven innovation
Data-Driven
Maintains precise experimental records; issues report at project milestones; writes invention records to protect scientific discoveries.
Ensures all work is always conducted following good scientific practice and Good Manufacturing Practice (where required).
Agile
Flexes priorities to remain focused on objectives in rapidly changing circumstances.
Takes responsibility for specific equipment in accordance with site procedures.
Participates and may lead in general problem solving or lead problem solving initiatives
Why you?
Basic Qualifications
Demonstration of successful formulation and/or product development
Ability to apply scientific principles and techniques to assigned projects.
Ability to connect consumer needs to product development
Knowledge of R&D development processes and associated commercial environment.
Clear communicator in both oral and written form with both internal departments and external organisations.
Demonstrates ability to take initiative, think and work independently, problem-solve, work effectively in teams, and multitask.
An ability to organise and report study data from internal and external sources.
Flair for creativity and innovation
Basic understanding of statistics and its application to experimental work.
Education Required

Bachelor's Degree, with concentration in Chemical, Pharmaceutical, Nutritional or related science

Education Preferred

MS or Ph.D. degree, Chemical, Pharmaceutical, Nutritional or related science

Why GSK?


Our values and expectations are at the heart of everything we do and form an important part of our culture. These include Patient focus, Transparency, Respect, Integrity along with Courage, Accountability, Development, and Teamwork. As GSK focuses on our values and expectations and a culture of innovation, performance, and trust, the successful candidate will demonstrate the following capabilities:
Operating at pace and agile decision-making using evidence and applying judgement to balance pace, rigour and risk.
Committed to delivering high quality results, overcoming challenges, focusing on what matters, execution.
Continuously looking for opportunities to learn, build skills and share learning.
Sustaining energy and well-being.
Building strong relationships and collaboration, honest and open conversations.
Budgeting and cost-consciousness.
If you require an accommodation or other assistance to apply for a job at GSK, please contact the GSK Service Centre at 1-877-694-7547 (US Toll Free) or +1 801 567 5155 (outside US).

GSK is an Equal Opportunity Employer and, in the US, we adhere to Affirmative Action principles. This ensures that all qualified applicants will receive equal consideration for employment without regard to race, color, national origin, religion, sex, pregnancy, marital status, sexual orientation, gender identity/expression, age, disability, genetic information, military service, covered/protected veteran status or any other federal, state or local protected class.

Important notice to Employment businesses/ Agencies

GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.

Please note that if you are a US Licensed Healthcare Professional or Healthcare Professional as defined by the laws of the state issuing your license, GSK may be required to capture and report expenses GSK incurs, on your behalf, in the event you are afforded an interview for employment. This capture of applicable transfers of value is necessary to ensure GSKs compliance to all federal and state US Transparency requirements. For more information, please visit GSKs Transparency Reporting For the Record site.",3.9,"GSK
3.9","Richmond, VA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹500+ billion (INR),"Pfizer, AstraZeneca, Merck",149,186,167.5,"GSK
",VA,0,190,0,0,0,1,0
642,"Senior Scientist, Research and Development",$149K-$186K (Glassdoor Est.),"Our Research and Development department is on the forefront of product development and innovation. It is easy to be dedicated when you’re a part of something much bigger than yourself. We’ve got an insatiable appetite for making a difference.

The ideal Senior Scientist candidate will have an integral role in leading the dairy and/or dairy alternative development of our next wave of product innovations, while also lending technical support to our growing base business. We are looking for a candidate with a strong food science foundation, and a demonstrated expertise in product innovation, to help Chobani advance its’ mission of making healthy and delicious plant-based foods.

The responsibilities of this position include:
Execute research and development plans and strategies for production development in support of company objectives
Design and execute experiments based on project objectives, excellent record keeping, data collection and analysis and preparing project summaries
Plan and carry out development work in lab and pilot scale; design, develop and lead tests to qualify new products and support changes to existing products
Build on prior knowledge and expertise to improve and modernize product development processes
Conduct analytical measurements like pH, viscosity, density, able to design and execute shelf life studies, brix, total solids, etc.
Manage technical development projects focusing on product development, process and product care to help Chobani improve and launch more innovative food and beverage products
Lead and document development projects all the way from conceptualization to commercialization – this includes budget and target within certain time constraints
Communicate project requirements and recommendations as well as status to internal customers and external stake holders
Lead, assist and work directly with plant processing and production personnel to ensure trial runs an start-up operations are properly performed
The requirements of this position include:
Minimum M.S. Food Science or related degree is preferred
7+ years of food industry experience required, dairy and/or dairy alternatives is preferred
People management experience in technical function would be preferred
Extensive ingredient (stabilizers and fortification), flavor development and product stability knowledge
Background in process and product development and commercialization of food processes is required
Proven track record of leading product development projects including timeline development / management, testing / trials, operational launches and scale
Familiarity with basic research tools and statistical analysis
Comfortable with ambiguity and are energized by the process of building something from the ground up
Innate curiosity for understanding complex food systems from a physical and chemical perspective
Maintain clean & safe manufacturing environment within all facilities
Excellent written and verbal communication
Must be a self-starter able to work in a fast-paced environment and handle multiple projects/tasks at any given time
Willingness to travel (10-20%)
About Us:

Since our founding over 10 years ago, we’ve always been a different kind of company. After moving to New York from his native Turkey, our CEO Hamdi Ulukaya found that in America, yogurt just wasn’t as delicious or widely available as it was back home. He thought everyone deserved better options, so he set about making delicious, nutritious, natural, and accessible Greek Yogurt right here in the U.S.

Our mission since day one has been to provide better food to more people. And now as the No. 1-selling Greek Yogurt brand in America and the second largest overall yogurt manufacturer, we believe every food maker has a responsibility to provide people with better options, which is why we’re so proud of the way our food is made.

Our food philosophy of crafting quality products with simple ingredients is what makes Chobani a different kind of yogurt. Our belief that business done right has the ability to change lives and strengthen communities is what makes Chobani a different kind of company. From the way we source our ingredients to how we treat our employees, Chobani strives to make universal wellness happen sooner with everything we do. Certified as a Great Place to Work®, our culture is built on shared passion, dedication, and a commitment to doing what is right. Together, the Chobani family has created something unlike what any company has done before. The possibilities are endless.

Chobani is an equal opportunity employer. Chobani will not discriminate against any applicant for employment on any basis including, but not limited to: race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, military and/or veteran status, marital status, predisposing genetic characteristics and genetic information, or any other classification protected by federal, state and local laws.",4.0,"Chobani
4.0","Twin Falls, ID","Norwich, NY",1001 to 5000 employees,2005,Company - Private,Food & Drink Manufacturing,Manufacturing,₹100 to ₹500 billion (INR),-1,149,186,167.5,"Chobani
",ID,0,15,0,0,0,1,1
